year_month,geography,timeframe,date,type,avg_price,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags
2020-02-01,Northeast,weekly,2020-02-23,conventional ,1.25,5029018.34,304272.2,2582053.67,7086.06,2135606.41,1323137.29,776786.26,35682.86
2020-02-01,NorthernNewEngland,weekly,2020-02-23,conventional ,1.19,598681.96,12277.93,443292.69,157.3,142954.04,41758.14,98402.57,2793.33
2020-02-01,Orlando,weekly,2020-02-23,conventional ,1.01,578904.85,219485.86,13960.19,83.19,345375.61,137147.23,208218.38,10.0
2020-02-01,Philadelphia,weekly,2020-02-23,conventional ,1.18,475268.67,29388.99,206045.18,432.24,239402.26,175209.23,59378.59,4814.44
2020-02-01,Phoenix/Tucson,weekly,2020-02-23,conventional ,0.67,1547087.17,469399.26,233420.12,4148.68,840119.11,207999.46,631094.77,1024.88
2020-02-01,Pittsburgh,weekly,2020-02-23,conventional ,1.26,119223.93,41200.67,7258.95,261.02,70503.29,31956.16,38547.13,0.0
2020-02-01,Plains,weekly,2020-02-23,conventional ,1.04,2254926.87,938824.59,483873.55,2545.25,829683.48,624155.41,147789.45,57738.62
2020-02-01,Portland,weekly,2020-02-23,conventional ,1.02,897227.15,75040.87,119947.32,2286.73,699952.23,384599.53,297887.37,17465.33
2020-02-01,Raleigh/Greensboro,weekly,2020-02-23,conventional ,1.08,438975.4,188771.05,72200.88,2932.76,175070.71,102435.52,72631.86,3.33
2020-02-01,Richmond/Norfolk,weekly,2020-02-23,conventional ,0.89,361827.36,116719.29,66572.49,791.24,177744.34,137784.31,34663.47,5296.56
2020-02-01,Roanoke,weekly,2020-02-23,conventional ,0.91,210979.64,70247.73,25298.16,73.53,115360.22,79345.52,34693.99,1320.71
2020-02-01,Sacramento,weekly,2020-02-23,conventional ,1.31,509140.32,161031.09,171833.78,1454.59,174820.86,106290.48,67728.16,802.22
2020-02-01,SanDiego,weekly,2020-02-23,conventional ,0.94,807001.48,114073.39,21421.55,9526.66,661979.88,428742.81,227276.92,5960.15
2020-02-01,SanFrancisco,weekly,2020-02-23,conventional ,1.49,899133.18,228355.64,234499.28,3794.48,432483.78,164487.81,265885.46,2110.51
2020-02-01,Seattle,weekly,2020-02-23,conventional ,1.31,645809.33,82607.79,92127.91,242.59,470831.04,174406.81,295761.9,662.33
2020-02-01,SouthCarolina,weekly,2020-02-23,conventional ,1.0,512651.79,226394.67,47041.1,1003.42,238212.6,169119.14,69064.83,28.63
2020-02-01,SouthCentral,weekly,2020-02-23,conventional ,0.78,7559441.52,3119620.26,868623.68,84432.55,3486765.03,1785539.19,1615775.25,85450.59
2020-02-01,Southeast,weekly,2020-02-23,conventional ,0.99,5600716.01,2394018.09,236900.55,2806.45,2966990.92,1453101.74,1507105.41,6783.77
2020-02-01,Spokane,weekly,2020-02-23,conventional ,1.14,120926.71,20639.93,13937.26,29.78,86319.74,35890.33,50302.08,127.33
2020-02-01,StLouis,weekly,2020-02-23,conventional ,1.25,187602.81,78880.84,11300.3,184.07,97237.6,84272.58,1540.38,11424.64
2020-02-01,Syracuse,weekly,2020-02-23,conventional ,1.21,92988.98,3598.48,48640.36,10.79,40739.35,30280.0,8774.91,1684.44
2020-02-01,Tampa,weekly,2020-02-23,conventional ,0.97,634028.4,234894.8,20264.99,336.69,378531.92,111673.37,266848.55,10.0
2020-02-01,TotalUS,weekly,2020-02-23,conventional ,1.01,45009239.58,12700928.54,7811581.19,685823.58,23810906.27,13227463.27,9952406.07,631036.93
2020-02-01,West,weekly,2020-02-23,conventional ,0.95,8436094.08,1837050.37,1061907.77,35523.38,5501612.56,2220729.96,3198687.31,82195.29
2020-02-01,WestTex/NewMexico,weekly,2020-02-23,conventional ,0.85,944378.31,372868.93,86089.28,46450.94,438969.16,246123.67,191861.8,983.69
2020-02-01,Albany,weekly,2020-02-23,organic,1.5,2755.25,34.59,294.91,0.0,2425.75,1177.58,1248.17,0.0
