,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
630,2018-02-11,SouthCentral,0.7,3886584.49,917502.14,24745.18,2589009.32,574460.87,51663.41
634,2018-02-11,Spokane,1.16,25569.06,24035.03,453.07,21460.59,23406.38,87.14
636,2018-02-11,StLouis,1.15,80260.52,6205.36,372.01,67859.82,19908.97,0.0
638,2018-02-11,Syracuse,1.3,8860.55,46499.73,87.27,12967.57,9807.76,0.0
640,2018-02-11,Tampa,1.0,364195.92,46814.57,1035.27,82780.08,74593.85,123.33
646,2018-02-11,WestTex/NewMexico,0.75,544075.54,189862.1,7194.15,113338.76,215753.74,1727.77
648,2018-02-18,Albany,1.43,5499.73,61661.76,75.0,15677.67,2336.08,380.0
650,2018-02-18,Atlanta,1.04,229255.93,30082.73,1325.82,198897.13,76224.45,2661.95
652,2018-02-18,Baltimore/Washington,1.42,92816.97,487724.44,4694.08,206322.72,4030.64,926.67
654,2018-02-18,Boise,1.25,39772.8,2363.06,8575.65,21029.36,9032.9,59.29
656,2018-02-18,Boston,1.51,16054.89,378699.13,2422.76,99085.39,17672.99,1087.78
658,2018-02-18,Buffalo/Rochester,1.28,10951.83,66055.96,74.08,32089.56,34562.71,353.34
662,2018-02-18,Charlotte,1.36,53547.46,75445.39,5423.5,85685.59,4293.83,0.0
664,2018-02-18,Chicago,1.53,67207.4,403149.52,131732.99,98803.7,35146.84,276.81
666,2018-02-18,Cincinnati/Dayton,0.83,71473.92,15783.23,7110.53,108121.76,28080.54,1159.9
668,2018-02-18,Columbus,1.02,47570.1,13758.25,2239.22,76906.83,36898.98,1819.87
670,2018-02-18,Dallas/FtWorth,0.77,780856.19,250380.23,5033.93,268220.8,102051.19,15428.19
672,2018-02-18,Denver,1.16,159850.99,197244.92,12929.9,126126.99,247827.01,0.0
674,2018-02-18,Detroit,1.11,70416.79,33890.23,18889.7,177738.87,48953.96,12077.42
676,2018-02-18,GrandRapids,1.52,1921.26,46210.79,26232.82,55370.67,5586.21,8550.0
678,2018-02-18,GreatLakes,1.2,639056.82,856103.82,251048.73,1146466.95,412433.13,46612.59
680,2018-02-18,Harrisburg/Scranton,1.25,67138.92,129856.77,111.37,71649.0,6605.65,1661.11
682,2018-02-18,Hartford/Springfield,1.42,11150.75,209791.73,212.96,60822.76,386.35,901.11
684,2018-02-18,Houston,0.68,931553.8,160780.41,4045.42,372117.42,103276.45,291.11
686,2018-02-18,Indianapolis,0.91,48716.42,27782.65,4155.93,86145.76,17865.71,1857.29
688,2018-02-18,Jacksonville,1.31,103477.92,10571.97,409.49,34243.08,36218.18,83.33
690,2018-02-18,LasVegas,1.13,60956.79,107433.65,6230.52,74636.88,75331.45,453.33
692,2018-02-18,LosAngeles,1.08,1148398.39,357520.77,74811.86,1089251.46,33031.23,46705.04
694,2018-02-18,Louisville,1.06,21211.55,21287.42,197.27,33930.79,24059.49,835.55
696,2018-02-18,Miami/FtLauderdale,1.34,451052.19,52028.41,2264.07,95511.54,68415.66,73.33
700,2018-02-18,Nashville,1.05,96889.96,9241.74,323.04,84042.09,37977.78,1608.89
702,2018-02-18,NewOrleans/Mobile,1.02,173296.43,24837.13,1962.0,94229.99,12303.85,336.67
704,2018-02-18,NewYork,1.24,87283.86,909950.56,885.94,392965.43,20809.09,1792.5
708,2018-02-18,NorthernNewEngland,1.35,16084.53,297489.92,1168.92,39537.13,40374.48,643.33
710,2018-02-18,Orlando,1.31,246434.79,23807.51,1357.35,83331.83,41450.24,186.66
712,2018-02-18,Philadelphia,1.24,67616.46,233345.32,236.22,117913.98,22366.81,1833.89
714,2018-02-18,Phoenix/Tucson,0.59,923293.0,242108.74,12876.81,228817.23,131177.62,6709.75
716,2018-02-18,Pittsburgh,1.21,32928.15,18278.91,1037.34,40103.96,28647.77,6.67
718,2018-02-18,Plains,1.2,772199.5,506014.94,6634.13,422152.59,99678.78,353.32
720,2018-02-18,Portland,1.06,81789.75,278393.23,16614.38,160051.88,99595.36,481.09
722,2018-02-18,Raleigh/Greensboro,1.29,78221.45,101748.26,5439.47,108698.13,7969.75,0.0
724,2018-02-18,Richmond/Norfolk,1.18,52314.98,78322.91,1685.0,85472.15,18198.64,1773.33
726,2018-02-18,Roanoke,1.06,34945.28,34511.48,261.0,58311.72,27101.62,771.11
728,2018-02-18,Sacramento,1.19,131656.46,330556.13,700.57,57058.58,3145.98,7129.43
730,2018-02-18,SanDiego,1.23,152250.41,119244.74,18614.87,147616.58,7409.57,2826.11
732,2018-02-18,SanFrancisco,1.06,193705.48,835774.38,2425.38,113216.42,316.78,3636.48
734,2018-02-18,Seattle,1.46,92450.89,135317.0,639.03,148877.37,90182.78,608.16
736,2018-02-18,SouthCarolina,1.2,173173.18,65055.84,3355.35,115741.19,35864.29,3780.59
738,2018-02-18,SouthCentral,0.78,3904868.07,1066061.08,25700.92,1513446.56,496221.25,51564.12
742,2018-02-18,Spokane,1.28,21659.59,22242.85,495.67,24328.12,10453.84,43.74
744,2018-02-18,StLouis,1.22,100935.83,7745.41,388.29,46000.98,17776.77,0.0
746,2018-02-18,Syracuse,1.3,5423.11,33613.93,74.65,16019.89,10625.74,0.0
748,2018-02-18,Tampa,1.33,274990.42,33938.4,1121.33,82223.49,49809.66,123.33
754,2018-02-18,WestTex/NewMexico,0.89,421321.21,191798.82,10065.33,130348.75,140202.81,3072.06
756,2018-02-25,Albany,1.28,10368.77,59723.32,48.0,30126.31,3702.49,310.0
758,2018-02-25,Atlanta,1.06,257877.67,35083.86,1579.38,201139.31,88126.43,2433.79
760,2018-02-25,Baltimore/Washington,1.37,104218.01,479773.13,4765.7,243370.62,3930.59,236.66
762,2018-02-25,Boise,1.09,42116.22,7518.83,11798.39,17586.21,33806.52,357.26
764,2018-02-25,Boston,1.41,19622.47,376506.86,1796.38,112254.26,15890.58,1204.44
766,2018-02-25,Buffalo/Rochester,1.23,12862.56,69046.27,64.77,43442.45,25218.77,695.56
770,2018-02-25,Charlotte,1.34,63442.49,91258.71,5678.86,86338.79,2535.38,0.0
772,2018-02-25,Chicago,1.51,74465.63,452448.67,131640.53,91023.86,44466.75,879.87
774,2018-02-25,Cincinnati/Dayton,1.03,59106.97,31605.03,9097.03,135219.03,24337.13,3998.22
776,2018-02-25,Columbus,1.03,55429.58,28466.82,3406.16,85192.08,34250.82,2434.72
778,2018-02-25,Dallas/FtWorth,0.74,807933.71,231111.57,6306.38,477107.45,75376.35,19063.04
780,2018-02-25,Denver,0.99,166753.37,254657.74,14153.31,137052.52,445944.87,52.5
782,2018-02-25,Detroit,1.08,72595.4,90296.46,53864.5,185976.63,32253.35,29427.23
784,2018-02-25,GrandRapids,1.27,2534.14,86121.81,63728.61,27041.98,11484.9,17368.09
786,2018-02-25,GreatLakes,1.19,663042.81,1184034.99,408305.47,1129063.14,433394.02,102803.1
788,2018-02-25,Harrisburg/Scranton,1.24,63582.79,127685.46,166.92,78774.1,9426.21,2020.0
790,2018-02-25,Hartford/Springfield,1.45,13661.98,196776.63,314.45,68300.92,9368.09,1185.56
792,2018-02-25,Houston,0.67,855570.87,147837.21,3976.08,544537.0,105365.34,237.78
794,2018-02-25,Indianapolis,1.06,37683.05,50954.95,6621.44,74496.52,21698.04,5161.34
796,2018-02-25,Jacksonville,1.27,103082.9,11763.72,428.58,43722.7,35617.91,113.33
798,2018-02-25,LasVegas,1.05,76253.45,109855.16,6642.99,76321.56,82977.1,483.33
800,2018-02-25,LosAngeles,1.0,1191842.89,462947.54,74821.65,1220997.59,30525.57,48821.55
802,2018-02-25,Louisville,1.13,18466.45,25327.67,351.69,32907.74,22038.31,488.57
804,2018-02-25,Miami/FtLauderdale,1.36,420401.52,51048.05,1505.14,120093.14,54105.68,80.0
808,2018-02-25,Nashville,1.08,105794.31,10432.01,350.86,83854.53,27860.65,1937.58
810,2018-02-25,NewOrleans/Mobile,0.98,221362.46,38254.71,2432.0,97659.22,13202.16,256.67
812,2018-02-25,NewYork,1.3,76602.52,841320.18,852.11,632625.27,61658.39,2266.67
816,2018-02-25,NorthernNewEngland,1.38,22334.63,293596.94,1398.78,37405.1,43809.91,763.33
818,2018-02-25,Orlando,1.3,255777.62,26833.71,1404.42,93328.68,39425.62,180.0
820,2018-02-25,Philadelphia,1.26,55979.65,235447.72,314.32,173945.98,22558.04,2046.67
822,2018-02-25,Phoenix/Tucson,0.72,621383.55,216588.22,13517.52,218471.0,148190.88,6103.23
824,2018-02-25,Pittsburgh,0.98,67240.38,21907.5,2122.3,33977.62,58972.14,6.67
826,2018-02-25,Plains,1.13,879720.97,527659.45,9044.15,641489.04,57064.05,902.27
828,2018-02-25,Portland,1.01,62880.59,259931.89,16312.94,101200.06,328765.75,3757.42
830,2018-02-25,Raleigh/Greensboro,1.28,91255.51,120240.34,5425.62,119370.42,7291.64,0.0
832,2018-02-25,Richmond/Norfolk,1.13,75032.02,85267.7,1914.32,98624.54,15568.9,700.0
834,2018-02-25,Roanoke,1.06,41912.44,37321.57,206.18,66920.87,27310.18,723.33
836,2018-02-25,Sacramento,0.99,199926.0,308881.68,1158.23,72189.31,1982.31,5422.06
838,2018-02-25,SanDiego,1.07,175663.85,163499.41,15737.33,174528.26,6291.5,2640.56
840,2018-02-25,SanFrancisco,1.17,383689.73,431346.38,2127.86,162913.33,609.2,3313.63
842,2018-02-25,Seattle,1.22,86796.33,173328.81,710.13,113771.59,260807.35,1048.26
844,2018-02-25,SouthCarolina,1.25,178666.56,70216.92,3960.77,119270.49,30146.09,3428.18
846,2018-02-25,SouthCentral,0.76,3888705.13,989820.91,28149.02,2257193.31,420376.57,64233.63
850,2018-02-25,Spokane,1.16,21800.62,24410.77,555.0,21906.42,28350.8,97.22
852,2018-02-25,StLouis,1.29,91834.24,12327.4,470.34,70052.46,14017.07,125.46
854,2018-02-25,Syracuse,1.24,7676.62,31987.77,94.31,20766.25,8363.21,0.0
856,2018-02-25,Tampa,1.3,308452.46,39379.53,1251.31,96039.07,39654.25,100.0
862,2018-02-25,WestTex/NewMexico,0.88,431217.01,171532.79,10590.75,125973.31,147040.26,9317.43
864,2018-03-04,Albany,1.08,12002.12,105069.57,95.62,16128.51,5941.45,283.33
866,2018-03-04,Atlanta,1.08,272245.24,37136.05,1763.52,178019.66,103016.02,2371.11
868,2018-03-04,Baltimore/Washington,1.25,102687.68,619501.22,5269.13,256822.62,4225.31,66.67
870,2018-03-04,Boise,1.22,44454.46,1835.89,10101.52,26585.16,8061.36,32.41
872,2018-03-04,Boston,1.19,20384.08,645988.55,1884.67,88147.57,27442.74,1341.11
874,2018-03-04,Buffalo/Rochester,1.19,13533.32,75344.69,67.47,23485.14,55219.75,540.0
878,2018-03-04,Charlotte,1.32,67459.59,80515.46,6005.97,97703.43,7376.29,0.0
880,2018-03-04,Chicago,1.53,109595.38,465039.55,104755.22,97377.72,42517.93,1442.67
882,2018-03-04,Cincinnati/Dayton,1.02,69312.67,20912.27,9651.63,146627.38,14918.25,4519.95
884,2018-03-04,Columbus,1.04,61462.7,17792.45,2208.68,103725.06,21557.69,784.71
886,2018-03-04,Dallas/FtWorth,0.77,673535.25,263895.18,6341.68,449577.44,86867.63,20924.4
888,2018-03-04,Denver,1.01,192776.45,258652.66,15526.86,137337.91,330166.56,0.0
890,2018-03-04,Detroit,1.18,89601.76,41375.29,26105.84,216775.85,13655.21,12533.52
892,2018-03-04,GrandRapids,1.74,2687.59,54299.89,29572.84,33939.14,7138.74,9781.5
894,2018-03-04,GreatLakes,1.27,753405.33,984160.83,246085.46,1303661.73,309332.66,57804.87
896,2018-03-04,Harrisburg/Scranton,1.21,65788.57,130046.74,150.9,82676.57,8658.2,1770.0
898,2018-03-04,Hartford/Springfield,1.17,15615.69,347650.33,272.95,64366.72,3032.11,1157.78
900,2018-03-04,Houston,0.71,701418.48,176206.5,3827.34,528247.89,91441.42,557.78
902,2018-03-04,Indianapolis,1.09,52161.49,35083.44,5581.83,99830.1,11245.17,3564.36
904,2018-03-04,Jacksonville,1.12,129813.08,12471.8,516.79,35609.86,51397.02,96.67
906,2018-03-04,LasVegas,1.05,83041.34,107504.82,6520.79,93651.31,80100.96,450.0
908,2018-03-04,LosAngeles,1.1,985767.65,371412.09,77531.99,1144956.76,33430.29,54005.28
910,2018-03-04,Louisville,1.15,22840.56,23137.75,219.31,32351.06,17796.4,828.66
912,2018-03-04,Miami/FtLauderdale,1.14,639495.68,77645.93,1780.45,112719.37,48965.19,781.67
916,2018-03-04,Nashville,1.03,117403.93,10736.39,403.16,82516.9,30595.68,2211.66
918,2018-03-04,NewOrleans/Mobile,1.03,190521.47,24646.65,2564.0,97910.59,16489.58,246.67
920,2018-03-04,NewYork,1.23,62328.7,1324579.73,754.74,511679.31,29854.29,2298.89
924,2018-03-04,NorthernNewEngland,1.35,34173.58,343496.99,1176.07,29431.43,49209.0,713.33
926,2018-03-04,Orlando,1.13,331886.57,35297.07,1526.93,86462.68,78304.4,223.33
928,2018-03-04,Philadelphia,1.36,37703.03,231605.34,335.17,151599.08,20573.19,1835.55
930,2018-03-04,Phoenix/Tucson,0.61,962967.9,268082.25,12934.88,266658.69,156802.31,5453.33
932,2018-03-04,Pittsburgh,1.23,35950.34,14351.56,954.03,43202.37,26151.19,3.33
934,2018-03-04,Plains,1.15,888108.56,501748.08,8144.54,627934.12,53944.75,12474.7
936,2018-03-04,Portland,1.16,75141.3,252079.64,16464.63,163839.54,84108.76,647.94
938,2018-03-04,Raleigh/Greensboro,1.28,88012.88,101227.44,5793.79,128111.5,7055.64,0.0
940,2018-03-04,Richmond/Norfolk,1.14,69170.11,83513.89,1792.21,115639.95,18714.11,288.33
942,2018-03-04,Roanoke,1.07,43252.27,37048.49,245.11,73252.51,24594.18,493.34
944,2018-03-04,Sacramento,1.18,181586.15,241036.31,1031.75,128164.6,2453.04,5672.13
946,2018-03-04,SanDiego,1.24,144401.02,122241.79,18028.76,165182.9,6458.18,2812.22
948,2018-03-04,SanFrancisco,1.16,386100.25,426277.63,2512.69,231913.11,1286.43,3218.39
950,2018-03-04,Seattle,1.43,93608.78,135422.61,571.39,143222.46,83237.67,257.39
952,2018-03-04,SouthCarolina,1.16,213096.65,71897.89,3953.91,119609.41,45130.39,3710.0
954,2018-03-04,SouthCentral,0.79,3596162.29,1104894.9,30623.35,2185246.31,416456.32,66333.57
958,2018-03-04,Spokane,1.19,21571.92,26446.43,559.0,20795.01,25368.62,63.21
960,2018-03-04,StLouis,1.32,67717.05,9189.29,437.35,69210.53,16517.88,8978.48
962,2018-03-04,Syracuse,1.1,7365.24,50900.41,81.18,9960.15,21393.29,0.0
964,2018-03-04,Tampa,1.14,372631.01,48784.93,1465.95,88569.48,85746.97,153.34
970,2018-03-04,WestTex/NewMexico,0.88,454269.43,164856.57,9907.85,164965.35,138399.68,3535.22
972,2018-03-11,Albany,1.12,15823.35,110950.68,70.0,14480.52,3033.09,291.11
974,2018-03-11,Atlanta,0.96,320199.4,36356.76,1628.73,260152.24,74963.16,2520.84
976,2018-03-11,Baltimore/Washington,1.36,104341.22,484252.62,4933.91,278834.0,2348.52,70.0
978,2018-03-11,Boise,1.26,28399.47,2279.82,12280.5,28668.38,8931.77,51.07
980,2018-03-11,Boston,1.34,23641.04,479640.6,1840.01,102902.94,19475.17,1591.11
982,2018-03-11,Buffalo/Rochester,1.16,18057.75,83259.03,57.09,41026.82,41959.42,814.44
986,2018-03-11,Charlotte,1.27,72847.8,98059.2,6212.37,96038.19,6503.04,1.11
988,2018-03-11,Chicago,1.54,95041.64,454041.33,142564.1,100438.58,37184.96,1150.42
990,2018-03-11,Cincinnati/Dayton,1.01,65139.45,22713.79,10175.31,146773.92,30140.64,861.63
992,2018-03-11,Columbus,1.05,60498.56,22813.02,2942.75,85932.68,39844.53,76.33
994,2018-03-11,Dallas/FtWorth,0.87,688566.31,213463.41,5709.3,329344.14,100310.59,18766.21
996,2018-03-11,Denver,1.16,159389.01,205340.23,16598.6,156327.39,250452.0,0.0
998,2018-03-11,Detroit,1.14,82676.76,65334.67,47721.41,178042.93,49942.51,19577.02
1000,2018-03-11,GrandRapids,1.43,3195.61,75173.54,55327.24,32676.64,8368.93,16544.93
1002,2018-03-11,GreatLakes,1.22,741349.12,1112605.39,380229.8,1237310.02,410612.84,71592.4
1004,2018-03-11,Harrisburg/Scranton,1.22,65731.37,115236.06,174.48,87461.84,9219.07,1822.22
1006,2018-03-11,Hartford/Springfield,1.42,17765.06,215834.18,183.31,66170.41,13298.75,1595.55
1008,2018-03-11,Houston,0.83,614152.38,162269.94,4184.08,432316.21,110079.75,1473.33
1010,2018-03-11,Indianapolis,1.0,56419.41,46098.37,6226.22,104102.69,13239.57,1909.35
1012,2018-03-11,Jacksonville,1.16,126052.23,12557.63,439.09,37739.81,50845.74,80.0
1014,2018-03-11,LasVegas,1.18,61233.57,91407.22,8059.72,83945.28,53527.54,632.22
1016,2018-03-11,LosAngeles,1.03,1152656.67,373411.39,72380.13,1373991.99,29875.02,56719.1
1018,2018-03-11,Louisville,1.08,26859.44,26636.99,263.3,46121.81,16452.99,774.44
1020,2018-03-11,Miami/FtLauderdale,1.19,603091.72,74717.78,2009.9,97893.87,110561.82,340.0
1024,2018-03-11,Nashville,0.94,136420.81,11461.07,366.73,129994.08,24769.62,1688.89
1026,2018-03-11,NewOrleans/Mobile,1.05,177320.17,22478.1,2158.0,93807.58,20352.66,346.67
1028,2018-03-11,NewYork,1.35,64008.06,883441.96,828.96,730150.78,74224.85,2397.77
1032,2018-03-11,NorthernNewEngland,1.08,50349.63,662866.85,1245.98,27070.31,23244.71,968.89
1034,2018-03-11,Orlando,1.13,333909.79,33091.99,1477.79,91546.69,68931.02,243.33
1036,2018-03-11,Philadelphia,1.32,45869.8,237689.35,297.86,177287.22,23394.68,1953.33
1038,2018-03-11,Phoenix/Tucson,0.58,941189.25,269078.43,14057.17,227505.97,161870.08,5848.89
1040,2018-03-11,Pittsburgh,1.23,40798.11,15527.17,1089.04,48023.13,29181.2,6.67
1042,2018-03-11,Plains,1.15,917962.76,512519.24,7989.48,630813.83,77037.43,5790.5
1044,2018-03-11,Portland,1.11,78454.87,308559.86,17485.05,172296.2,99071.86,439.59
1046,2018-03-11,Raleigh/Greensboro,1.2,106062.76,132338.25,5654.47,135823.49,4716.82,0.0
1048,2018-03-11,Richmond/Norfolk,1.0,95991.36,94894.74,1776.1,139363.88,13327.83,291.92
1050,2018-03-11,Roanoke,0.93,68597.75,43277.55,205.1,100506.78,15642.94,433.34
1052,2018-03-11,Sacramento,1.18,151094.92,271726.6,862.4,115769.46,1627.32,5354.85
1054,2018-03-11,SanDiego,1.14,165801.09,124279.19,16482.97,197838.66,6495.41,1257.78
1056,2018-03-11,SanFrancisco,1.29,270255.15,434279.15,2517.79,193813.92,196.57,3271.4
1058,2018-03-11,Seattle,1.42,96728.68,134993.6,920.6,165320.5,116481.78,297.02
1060,2018-03-11,SouthCarolina,1.13,217013.42,79944.64,4374.67,141288.83,36165.79,3278.41
1062,2018-03-11,SouthCentral,0.89,3309218.1,926223.64,28752.6,1820819.54,472662.31,63616.84
1066,2018-03-11,Spokane,1.3,20810.25,22874.92,509.82,25921.98,12329.14,41.64
1068,2018-03-11,StLouis,1.02,119801.0,6013.84,404.77,99130.17,19950.02,4144.69
1070,2018-03-11,Syracuse,1.12,9823.97,45835.73,107.7,20163.08,14891.7,1.11
1072,2018-03-11,Tampa,1.16,372746.58,45277.75,1442.66,92677.26,68493.85,133.33
1078,2018-03-11,WestTex/NewMexico,0.94,467501.55,154130.63,11380.26,152380.6,110322.16,1891.92
1080,2018-03-18,Albany,1.35,13234.86,61037.58,55.0,26755.9,3721.31,500.0
1082,2018-03-18,Atlanta,0.95,323507.79,36770.0,1828.28,267740.12,97851.46,2752.04
1084,2018-03-18,Baltimore/Washington,1.16,114754.38,505245.36,5034.83,483402.85,2918.73,1886.67
1086,2018-03-18,Boise,1.03,49145.38,6654.76,7737.62,20536.92,34626.8,343.56
1088,2018-03-18,Boston,1.38,24831.59,443903.93,1853.86,101891.24,28125.7,1571.11
1090,2018-03-18,Buffalo/Rochester,1.14,16300.2,70320.66,63.65,22589.43,56334.38,750.0
1094,2018-03-18,Charlotte,0.99,73274.02,93954.85,5330.38,218181.7,5583.62,0.0
1096,2018-03-18,Chicago,1.42,85185.29,435552.05,174149.72,110035.76,34764.91,1483.51
1098,2018-03-18,Cincinnati/Dayton,1.07,68444.95,16626.16,10114.52,119963.26,25174.42,4739.0
1100,2018-03-18,Columbus,1.01,62775.9,15964.09,2293.97,95448.1,39893.13,522.55
1102,2018-03-18,Dallas/FtWorth,0.87,656842.99,247599.72,4978.69,329530.61,103951.68,19346.56
1104,2018-03-18,Denver,1.02,163394.48,260747.73,15483.84,129403.31,441922.13,2.22
1106,2018-03-18,Detroit,1.09,82792.93,43727.67,29920.79,220038.13,37118.17,15002.51
1108,2018-03-18,GrandRapids,1.4,3261.54,64300.91,35087.55,55491.01,6112.96,11715.34
1110,2018-03-18,GreatLakes,1.16,784915.67,952233.04,348177.94,1416662.42,381069.68,61791.42
1112,2018-03-18,Harrisburg/Scranton,1.18,75911.89,121945.84,200.48,98656.62,725.8,2300.0
1114,2018-03-18,Hartford/Springfield,1.43,16506.01,218357.11,217.92,68741.49,3282.52,1611.11
1116,2018-03-18,Houston,0.79,630826.45,184825.84,4011.21,322054.35,99304.67,2904.44
1118,2018-03-18,Indianapolis,1.01,51782.0,34392.89,8471.15,98947.12,12343.98,3232.17
1120,2018-03-18,Jacksonville,1.12,125894.69,13198.7,449.65,38854.51,55768.91,70.0
1122,2018-03-18,LasVegas,1.17,76056.35,92588.91,7007.47,80016.52,55393.91,463.33
1124,2018-03-18,LosAngeles,0.91,1116865.19,700177.12,62395.31,1435807.52,25385.22,54632.34
1126,2018-03-18,Louisville,1.02,32100.53,23976.21,204.7,53034.96,15925.76,970.92
1128,2018-03-18,Miami/FtLauderdale,1.17,575923.2,70118.84,2101.12,102331.92,78219.16,143.33
1132,2018-03-18,Nashville,0.89,141265.4,11914.02,387.61,131128.64,29834.21,1671.35
1134,2018-03-18,NewOrleans/Mobile,1.02,181011.25,19002.68,2515.0,95470.29,18533.66,436.67
1136,2018-03-18,NewYork,1.43,73760.49,911098.28,612.78,552433.16,24302.69,2652.23
1140,2018-03-18,NorthernNewEngland,1.4,45178.07,315349.91,1354.16,30679.34,34470.75,996.67
1142,2018-03-18,Orlando,1.11,333194.13,32206.33,1543.14,82165.92,59626.58,243.33
1144,2018-03-18,Philadelphia,1.33,44696.37,241775.09,334.21,169602.85,12962.83,1804.44
1146,2018-03-18,Phoenix/Tucson,0.71,626645.87,243424.78,14272.43,204096.69,205346.71,5404.44
1148,2018-03-18,Pittsburgh,0.98,73389.94,22422.63,2599.53,36169.0,63248.94,416.67
1150,2018-03-18,Plains,1.06,948199.79,630350.03,9313.26,701598.07,55972.31,1094.43
1152,2018-03-18,Portland,1.04,66714.53,222709.52,18614.12,144978.05,305017.82,1123.46
1154,2018-03-18,Raleigh/Greensboro,0.92,96399.53,130874.15,4769.76,312969.23,7886.43,1.11
1156,2018-03-18,Richmond/Norfolk,0.98,82914.3,97133.0,1515.48,169506.35,12586.56,1382.54
1158,2018-03-18,Roanoke,0.97,55659.94,43568.23,225.48,86740.75,22179.43,680.0
1160,2018-03-18,Sacramento,1.14,154151.99,270169.95,840.67,84669.16,734.35,6897.26
1162,2018-03-18,SanDiego,0.92,159346.7,256098.92,13404.8,201973.65,9993.67,2673.33
1164,2018-03-18,SanFrancisco,1.38,215279.75,435108.21,2698.44,119694.95,92.29,4427.35
1166,2018-03-18,Seattle,1.21,91648.17,191972.39,1244.44,180451.72,219003.18,1185.67
1168,2018-03-18,SouthCarolina,1.06,230046.31,78736.72,3687.24,185198.74,41852.22,3325.56
1170,2018-03-18,SouthCentral,0.86,3289390.32,1115203.69,28384.4,1625982.91,455350.18,64832.63
1174,2018-03-18,Spokane,1.17,21145.49,26680.03,594.18,30325.62,19483.29,100.1
1176,2018-03-18,StLouis,1.07,90217.1,6557.08,418.97,85441.83,8175.36,450.74
1178,2018-03-18,Syracuse,1.2,8952.71,33509.12,83.0,9185.93,20001.87,0.0
1180,2018-03-18,Tampa,1.13,372785.73,43017.73,1301.33,93201.11,63924.56,150.0
1186,2018-03-18,WestTex/NewMexico,0.88,457635.79,137597.04,8422.08,151191.85,98535.6,1868.81
1188,2018-03-25,Albany,1.57,16361.69,109045.03,65.45,19273.8,4270.53,380.0
1190,2018-03-25,Atlanta,1.04,281209.4,33187.58,1831.33,227944.75,77406.46,3065.9
1192,2018-03-25,Baltimore/Washington,1.23,108250.52,591934.75,4205.03,277508.08,2777.04,1363.33
1194,2018-03-25,Boise,1.28,40361.51,2026.94,9200.23,24809.18,9434.29,7.83
1196,2018-03-25,Boston,1.39,26019.52,479186.12,1883.17,109938.39,22955.23,1480.0
1198,2018-03-25,Buffalo/Rochester,1.21,18266.89,82910.91,80.6,20541.67,41090.1,702.23
1202,2018-03-25,Charlotte,1.32,68088.95,87220.18,5567.45,92743.21,4926.65,1.11
1204,2018-03-25,Chicago,1.36,142681.06,463136.28,174975.75,103579.41,22467.04,1362.59
1206,2018-03-25,Cincinnati/Dayton,1.08,70493.35,27183.18,9616.52,140702.4,20939.89,8332.63
1208,2018-03-25,Columbus,0.96,77671.02,21732.24,3272.61,133163.77,28160.04,778.5
1210,2018-03-25,Dallas/FtWorth,0.73,788734.28,219585.81,6423.31,673212.32,94356.41,21039.08
