,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
11612,2020-03-08,NewYork,1.54,57865.72,1078473.14,3886.71,591365.38,172738.01,8005.15
11616,2020-03-08,NorthernNewEngland,1.19,27345.57,415842.0,89.66,97303.38,37634.72,37747.83
11618,2020-03-08,Orlando,1.05,281823.57,13816.29,102.0,132003.57,133322.5,664.17
11620,2020-03-08,Philadelphia,1.32,74037.47,265366.87,279.42,186757.73,43851.02,4077.46
11622,2020-03-08,Phoenix/Tucson,0.89,343241.91,180775.75,3961.87,220298.35,502739.74,835.29
11624,2020-03-08,Pittsburgh,1.03,57194.8,9618.09,386.12,26789.31,74339.04,0.0
11626,2020-03-08,Plains,1.04,934111.13,487565.17,1704.11,771235.0,135545.36,77478.46
11628,2020-03-08,Portland,1.35,69436.0,82357.65,2670.79,320513.73,145053.1,30056.3
11630,2020-03-08,Raleigh/Greensboro,1.14,196881.58,63069.09,2339.98,100672.35,65211.68,3.33
11632,2020-03-08,Richmond/Norfolk,0.98,106543.55,71979.33,635.88,138586.22,42478.25,3960.29
11634,2020-03-08,Roanoke,0.96,69141.31,25305.17,38.51,81680.83,31305.58,1095.69
11636,2020-03-08,Sacramento,1.35,173254.35,152862.82,1580.39,99368.71,74970.95,9098.96
11638,2020-03-08,SanDiego,1.35,101884.11,21962.49,6708.86,222083.5,157482.49,7751.32
11640,2020-03-08,SanFrancisco,1.27,328094.29,211227.94,3766.35,143787.25,350553.73,40911.05
11642,2020-03-08,Seattle,1.74,69938.4,74103.42,522.1,237342.68,239836.64,2304.94
11644,2020-03-08,SouthCarolina,1.11,212295.41,43545.99,905.44,190881.72,67321.73,172.23
11646,2020-03-08,SouthCentral,0.89,3239525.52,745876.14,50313.55,1987696.41,1342413.37,88136.3
11650,2020-03-08,Spokane,1.45,19548.01,10346.19,92.58,44268.81,32625.61,176.33
11652,2020-03-08,StLouis,1.18,99260.08,11514.73,176.6,93045.34,1934.57,15399.27
11654,2020-03-08,Syracuse,1.15,5661.35,45526.73,617.79,40205.76,13078.78,1577.78
11656,2020-03-08,Tampa,1.13,279469.27,16407.44,283.04,129140.75,195301.77,270.0
11662,2020-03-08,WestTex/NewMexico,0.97,382709.48,79703.31,27067.43,278232.02,156649.77,1639.26
11664,2020-03-15,Albany,1.22,14049.32,102561.28,118.47,20883.61,14777.39,1424.44
11666,2020-03-15,Atlanta,1.04,414204.98,32773.76,103.61,482696.46,73754.76,61.11
11668,2020-03-15,Baltimore/Washington,1.46,180243.74,442905.57,1658.46,324804.38,206242.19,6126.67
11670,2020-03-15,Boise,1.38,38266.83,5298.54,1581.82,46255.24,25058.81,14601.89
11672,2020-03-15,Boston,1.49,31703.23,507073.25,536.68,222334.26,51352.35,9209.5
11674,2020-03-15,Buffalo/Rochester,1.2,22625.06,70184.86,2547.78,134178.7,23965.22,1970.0
11678,2020-03-15,Charlotte,1.17,187496.3,63226.65,1922.5,121877.31,44304.79,46.66
11680,2020-03-15,Chicago,1.51,121050.09,197798.73,31245.08,183264.75,309942.79,413.44
11682,2020-03-15,Cincinnati/Dayton,1.33,82688.27,14576.94,9564.5,230662.23,29517.96,1193.69
11684,2020-03-15,Columbus,1.21,71904.89,14401.46,2039.35,165755.27,30753.12,439.2
11686,2020-03-15,Dallas/FtWorth,0.9,871696.41,181235.11,7668.05,644035.41,281231.45,228.37
11688,2020-03-15,Denver,1.13,237735.84,139127.07,3811.58,258381.5,605477.01,19658.57
11690,2020-03-15,Detroit,1.29,129777.28,37283.55,42342.72,334419.08,32961.62,4432.09
11692,2020-03-15,GrandRapids,1.58,48941.28,52663.55,44172.59,54410.26,6683.61,9876.85
11694,2020-03-15,GreatLakes,1.28,1064981.6,674083.02,217222.67,2040386.12,794392.61,39555.79
11696,2020-03-15,Harrisburg/Scranton,1.11,135787.0,143139.76,196.03,121484.78,25486.49,3093.33
11698,2020-03-15,Hartford/Springfield,1.49,13931.88,328791.92,303.41,68780.02,20502.8,1778.89
11700,2020-03-15,Houston,0.82,797236.98,158052.73,1245.53,245389.27,552077.5,11192.39
11702,2020-03-15,Indianapolis,1.19,87595.1,33690.68,4333.29,174736.95,12231.2,1735.06
11704,2020-03-15,Jacksonville,1.08,105335.78,9203.64,185.64,51200.25,111737.12,23.29
11706,2020-03-15,LasVegas,0.98,67779.58,51397.17,55.35,116204.22,249190.81,1319.23
11708,2020-03-15,LosAngeles,1.24,890592.23,91771.74,87468.29,1626507.22,734792.03,120942.23
11710,2020-03-15,Louisville,1.04,41416.48,10083.9,96.94,81022.91,22718.85,3.33
11712,2020-03-15,Miami/FtLauderdale,1.09,529842.7,48237.29,366.09,197982.14,453468.09,59.89
11716,2020-03-15,Nashville,0.96,137090.81,8303.13,11.99,199324.87,27325.03,26.1
11718,2020-03-15,NewOrleans/Mobile,1.0,199354.63,14232.63,7.0,153951.31,47100.13,8366.66
11720,2020-03-15,NewYork,1.52,67897.36,1273352.89,1971.82,679619.6,215650.23,5918.66
11724,2020-03-15,NorthernNewEngland,1.28,50613.42,480076.68,165.55,114909.87,41823.18,6088.04
11726,2020-03-15,Orlando,1.06,287744.29,17759.39,130.57,141993.31,218469.5,115.55
11728,2020-03-15,Philadelphia,1.22,84664.43,318244.62,352.65,270504.99,65487.62,3352.22
11730,2020-03-15,Phoenix/Tucson,0.87,404523.77,206796.33,5993.47,278457.32,719554.19,61.21
11732,2020-03-15,Pittsburgh,1.35,46898.25,11802.41,338.69,39812.65,55094.34,0.0
11734,2020-03-15,Plains,1.22,954513.14,476428.63,2308.65,838466.79,170187.16,73352.54
11736,2020-03-15,Portland,1.36,82537.78,95474.71,2955.35,325583.86,251053.42,26299.25
11738,2020-03-15,Raleigh/Greensboro,1.11,239764.6,78486.96,1693.18,118617.3,92843.85,12.66
11740,2020-03-15,Richmond/Norfolk,0.89,160661.6,80794.63,683.35,173559.3,48507.76,6878.79
11742,2020-03-15,Roanoke,0.92,91875.37,26240.75,67.06,100170.28,37563.53,1871.25
11744,2020-03-15,Sacramento,1.5,169817.37,213813.9,1626.82,111285.44,78373.83,6960.53
11746,2020-03-15,SanDiego,1.19,112324.11,29577.33,9419.78,412554.25,207071.02,5179.07
11748,2020-03-15,SanFrancisco,1.63,251516.96,258946.57,3630.07,177682.94,334299.53,55531.48
11750,2020-03-15,Seattle,1.76,78413.34,76664.9,283.87,259676.04,210845.64,574.86
11752,2020-03-15,SouthCarolina,1.08,280546.92,53466.62,729.88,210597.74,91683.96,209.37
11754,2020-03-15,SouthCentral,0.91,3885535.95,895035.44,63214.62,2541026.52,1547495.13,94464.18
11758,2020-03-15,Spokane,1.49,21301.81,9966.48,104.3,51647.61,30809.96,29.66
11760,2020-03-15,StLouis,1.26,100906.71,12573.48,418.71,113745.0,2172.55,17082.82
11762,2020-03-15,Syracuse,1.23,8103.34,44090.67,859.27,46080.08,11831.04,1195.55
11764,2020-03-15,Tampa,1.04,290908.2,23436.31,352.71,131986.69,269418.91,26.67
11770,2020-03-15,WestTex/NewMexico,0.95,460868.79,112752.2,30449.05,336194.42,239062.75,1572.66
11772,2020-03-22,Albany,1.29,13928.75,131063.16,197.0,22595.9,13209.33,1497.78
11774,2020-03-22,Atlanta,1.02,387374.32,31124.3,80.13,418455.7,70715.7,30.25
11776,2020-03-22,Baltimore/Washington,1.41,235185.65,428390.7,1296.84,291960.08,232007.81,5543.59
11778,2020-03-22,Boise,1.17,39581.01,7286.63,1217.3,55214.66,28368.0,11689.63
11780,2020-03-22,Boston,1.52,29147.28,518502.49,509.82,207859.21,64742.29,3429.33
11782,2020-03-22,Buffalo/Rochester,1.23,15230.87,54033.05,2326.57,96734.57,28832.33,2505.55
11786,2020-03-22,Charlotte,1.24,154244.15,58300.77,1715.39,110647.76,41512.71,45.79
11788,2020-03-22,Chicago,1.49,132120.62,211761.62,32990.38,198579.37,245921.1,62.32
11790,2020-03-22,Cincinnati/Dayton,1.12,83659.76,14582.81,7986.82,232692.64,39682.38,249.71
11792,2020-03-22,Columbus,1.07,74110.82,12105.8,1825.55,161440.28,26848.15,351.17
11794,2020-03-22,Dallas/FtWorth,0.89,892447.39,200250.5,5895.1,640930.88,280257.32,125.99
11796,2020-03-22,Denver,1.18,232973.65,120924.01,3421.35,222242.78,579404.9,17458.48
11798,2020-03-22,Detroit,1.13,153344.29,41828.63,38478.96,352261.61,28552.83,1989.4
11800,2020-03-22,GrandRapids,1.55,47071.13,59397.9,42130.47,49750.04,6613.63,7240.02
11802,2020-03-22,GreatLakes,1.2,1126878.49,728451.62,207752.51,2092330.21,760705.43,26923.16
11804,2020-03-22,Harrisburg/Scranton,1.13,129650.43,153514.61,261.11,102041.97,34732.77,3533.33
11806,2020-03-22,Hartford/Springfield,1.5,13085.37,326107.29,324.03,65666.04,22043.48,1812.22
11808,2020-03-22,Houston,0.86,773304.2,199792.26,1423.46,360182.97,399572.58,8374.05
11810,2020-03-22,Indianapolis,1.06,97264.59,30960.62,4159.27,182880.64,13494.18,503.17
11812,2020-03-22,Jacksonville,1.11,118739.36,9098.67,231.21,49100.85,112941.6,6.67
11814,2020-03-22,LasVegas,1.03,78235.13,48968.97,70.75,87188.05,195715.96,10386.34
11816,2020-03-22,LosAngeles,1.3,925188.84,80038.24,84063.3,986882.09,657873.35,109165.77
11818,2020-03-22,Louisville,1.09,41131.91,10119.46,117.85,71238.43,20983.11,11.2
11820,2020-03-22,Miami/FtLauderdale,1.11,585953.33,45060.7,679.81,198337.23,478862.89,27.29
11824,2020-03-22,Nashville,0.97,132525.33,7680.31,30.75,187445.2,25972.24,32.19
11826,2020-03-22,NewOrleans/Mobile,0.97,193083.93,13684.59,13.06,116518.65,38746.79,7876.66
11828,2020-03-22,NewYork,1.57,72474.99,1114573.06,975.37,590663.57,240184.23,6386.67
11832,2020-03-22,NorthernNewEngland,1.3,51539.94,455278.19,127.9,125548.96,44708.43,4826.24
11834,2020-03-22,Orlando,1.08,330168.7,18780.74,156.0,155482.47,215183.76,15.56
11836,2020-03-22,Philadelphia,1.36,83061.22,263456.46,472.93,214013.61,78347.0,3482.22
11838,2020-03-22,Phoenix/Tucson,0.83,490963.83,191059.35,5795.86,225725.82,640831.47,5221.6
11840,2020-03-22,Pittsburgh,1.35,37862.98,20288.31,378.44,37328.1,49058.19,0.0
11842,2020-03-22,Plains,1.21,1035083.86,487299.13,2565.09,791404.43,184324.61,65061.15
11844,2020-03-22,Portland,1.24,79528.64,121175.52,2825.2,332991.92,307252.71,20795.16
11846,2020-03-22,Raleigh/Greensboro,1.17,203058.5,69534.38,1360.56,104709.34,78367.71,0.0
11848,2020-03-22,Richmond/Norfolk,0.99,123096.86,72190.95,561.36,165448.81,42422.43,5736.67
11850,2020-03-22,Roanoke,1.02,77741.78,24752.74,53.63,100014.16,34545.62,1413.33
11852,2020-03-22,Sacramento,1.51,153027.89,158822.83,1767.39,86004.85,73436.08,2889.92
11854,2020-03-22,SanDiego,1.32,120779.35,25294.24,9826.45,211574.94,178024.69,5147.15
11856,2020-03-22,SanFrancisco,1.67,195881.69,208750.1,4155.3,155033.97,298050.61,5803.04
11858,2020-03-22,Seattle,1.67,74381.57,94872.73,482.73,222790.18,298697.63,355.9
11860,2020-03-22,SouthCarolina,1.11,239334.92,47723.13,644.01,214976.82,85723.99,30.62
11862,2020-03-22,SouthCentral,0.92,4027058.4,963863.56,51681.48,2642466.6,1274414.73,84553.05
11866,2020-03-22,Spokane,1.39,19092.92,11306.52,109.09,43113.88,38578.85,17.43
11868,2020-03-22,StLouis,1.17,126931.34,13097.27,305.97,108178.99,2840.09,15079.79
11870,2020-03-22,Syracuse,1.3,6484.19,49320.24,1135.93,34234.92,12017.95,1065.56
11872,2020-03-22,Tampa,1.07,378932.88,25070.43,881.0,133042.4,209094.54,12.22
11878,2020-03-22,WestTex/NewMexico,0.98,476979.91,99249.46,25498.66,308884.1,188692.18,1170.06
11880,2020-03-29,Albany,1.08,25379.38,109799.57,197.88,15653.14,9547.01,1417.77
11882,2020-03-29,Atlanta,1.08,405382.91,31148.87,125.72,421742.94,42453.46,49.71
11884,2020-03-29,Baltimore/Washington,1.4,249515.22,427211.91,1559.11,238289.75,255074.95,6222.32
11886,2020-03-29,Boise,1.39,39639.72,8073.74,1970.06,37029.48,22679.91,14504.1
11888,2020-03-29,Boston,1.49,34269.14,521465.62,574.88,192770.63,97725.56,2920.0
11890,2020-03-29,Buffalo/Rochester,1.25,18927.54,54867.3,2925.66,103933.12,12400.97,2371.11
11894,2020-03-29,Charlotte,1.28,158243.44,57413.81,2309.69,116859.36,35277.87,24.44
11896,2020-03-29,Chicago,1.46,124856.02,197715.75,39890.38,164160.54,265161.99,56655.58
11898,2020-03-29,Cincinnati/Dayton,0.84,97834.74,13712.24,8201.85,241601.59,19897.24,2993.12
11900,2020-03-29,Columbus,0.95,80421.83,12176.23,1762.49,182190.56,6155.6,1375.71
11902,2020-03-29,Dallas/FtWorth,0.93,665067.9,227851.8,5660.62,467677.39,321143.03,170.04
11904,2020-03-29,Denver,1.26,217395.43,119767.11,1824.87,313759.2,413388.48,9309.27
11906,2020-03-29,Detroit,0.97,141486.31,35626.68,32207.7,382882.6,9126.08,3225.46
11908,2020-03-29,GrandRapids,1.17,39805.89,60286.72,34181.01,93516.19,5064.78,8922.72
11910,2020-03-29,GreatLakes,1.07,1111520.78,677621.09,182996.06,2249164.94,546564.79,106748.12
11912,2020-03-29,Harrisburg/Scranton,1.15,118144.13,134242.45,326.94,90516.81,29355.18,3028.89
11914,2020-03-29,Hartford/Springfield,1.5,12022.07,301382.79,235.29,59660.52,13029.54,1641.11
11916,2020-03-29,Houston,0.9,540716.85,234133.45,4331.99,396359.43,421296.23,11936.71
11918,2020-03-29,Indianapolis,0.95,86709.95,26213.3,3227.33,167523.16,4769.86,3035.87
11920,2020-03-29,Jacksonville,1.29,113686.3,7923.88,212.95,131470.69,17706.78,480.0
11922,2020-03-29,LasVegas,1.03,73800.75,44135.82,91.63,95212.32,144759.05,6152.41
11924,2020-03-29,LosAngeles,1.34,908891.75,101701.78,95156.38,1029612.68,631966.93,187958.32
11926,2020-03-29,Louisville,0.84,44864.02,8741.84,98.43,92881.35,12254.42,0.0
11928,2020-03-29,Miami/FtLauderdale,1.29,529350.61,40260.6,710.54,548254.8,45663.05,4224.01
11932,2020-03-29,Nashville,0.99,130239.0,7244.45,24.26,164360.07,12607.39,19.62
11934,2020-03-29,NewOrleans/Mobile,1.01,160806.67,12473.97,29.0,134483.61,13894.26,7000.0
11936,2020-03-29,NewYork,1.58,79963.85,1200787.68,1146.55,496392.71,223073.65,4609.64
11940,2020-03-29,NorthernNewEngland,1.1,111003.15,500923.43,156.64,74060.55,74628.12,3941.1
11942,2020-03-29,Orlando,1.19,320620.08,15733.35,109.0,264522.71,53987.74,1144.45
11944,2020-03-29,Philadelphia,1.38,93475.95,238527.05,364.2,171339.7,96213.47,3550.08
11946,2020-03-29,Phoenix/Tucson,0.91,310994.33,196594.29,6208.28,211182.09,546422.31,7788.17
11948,2020-03-29,Pittsburgh,1.04,64471.64,18812.11,483.23,87764.1,4483.6,0.0
11950,2020-03-29,Plains,1.19,980388.85,448549.77,2070.73,796324.37,142344.52,56753.25
11952,2020-03-29,Portland,1.4,107725.67,75904.36,3083.51,262069.64,254578.11,27515.38
11954,2020-03-29,Raleigh/Greensboro,1.19,221929.99,68705.05,1309.04,133118.5,58519.46,13.88
11956,2020-03-29,Richmond/Norfolk,1.03,118274.5,71789.46,610.14,154048.35,32378.22,5954.19
11958,2020-03-29,Roanoke,1.0,72668.15,22196.2,9.38,98093.85,23110.42,1643.32
11960,2020-03-29,Sacramento,1.51,169900.61,159693.1,1624.36,88387.52,70336.41,2794.41
11962,2020-03-29,SanDiego,1.36,110510.78,38604.53,12912.78,210045.64,194927.49,35843.06
11964,2020-03-29,SanFrancisco,1.55,316295.15,225451.88,3434.6,201306.95,256030.31,4824.33
11966,2020-03-29,Seattle,1.72,76787.56,82479.85,209.29,195132.01,256125.52,157.88
11968,2020-03-29,SouthCarolina,1.17,249683.11,48354.67,746.32,238990.3,33556.27,212.98
11970,2020-03-29,SouthCentral,0.95,3126689.77,1089439.68,54536.32,2227544.08,1446152.81,82305.59
11974,2020-03-29,Spokane,1.5,18505.67,10843.87,57.59,36514.36,33831.56,85.63
11976,2020-03-29,StLouis,1.21,114751.31,13003.28,209.61,94140.93,1956.11,13807.65
11978,2020-03-29,Syracuse,1.21,9249.36,38973.77,1335.87,36155.43,6761.78,1285.55
11980,2020-03-29,Tampa,1.21,307737.9,18971.11,824.64,284304.99,46863.89,2471.11
11986,2020-03-29,WestTex/NewMexico,0.97,390754.31,108473.52,25778.95,260304.72,207260.53,484.55
11988,2020-04-05,Albany,1.2,18591.22,91346.12,208.09,17673.66,13320.69,1457.77
11990,2020-04-05,Atlanta,1.07,467667.61,27644.62,141.21,470013.68,47357.6,146.44
11992,2020-04-05,Baltimore/Washington,1.2,302310.21,481532.87,1672.33,277161.72,240182.18,5171.11
11994,2020-04-05,Boise,1.26,45099.5,8609.94,1771.99,34745.79,27026.73,15326.2
11996,2020-04-05,Boston,1.52,27653.13,555404.94,565.15,239241.89,51505.58,2522.07
11998,2020-04-05,Buffalo/Rochester,1.19,14976.08,58460.54,2983.91,123636.65,27411.22,2600.0
12002,2020-04-05,Charlotte,1.27,163389.81,58128.04,2624.71,122623.5,32336.98,6.83
12004,2020-04-05,Chicago,1.5,133557.31,231651.6,46032.56,165038.46,205049.23,56818.79
12006,2020-04-05,Cincinnati/Dayton,0.83,124403.87,17275.42,10567.59,268927.19,15840.77,5982.0
12008,2020-04-05,Columbus,0.95,103192.68,15023.61,1873.0,183926.46,6574.93,634.52
